"","player","year","qbr_pct","mean_epa","grades_offense","dropbacks","qbr_pct_tot","mean_epa_tot","grade_avg","plays_tot"
"220","Jimmy Garoppolo",2021,0.699557566598927,0.150729801432652,71.2,556,0.877852508238257,0.158602722551156,73.1666666666667,2414
"221","Tom Brady",2019,0.697944919318617,0.0672093669763672,79,680,0.978920646973251,0.20390075749234,86.55625,12503
"222","Philip Rivers",2007,0.695286882768607,0.0598759453216853,79.5,580,0.92724274767162,0.157424319585473,79.1866666666667,9774
"223","Tom Brady",2006,0.693537102359991,0.124970458044473,73.2,681,0.978920646973251,0.20390075749234,86.55625,12503
"224","Cam Newton",2013,0.691702113566899,0.12355661799833,73.2,587,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"225","Matthew Stafford",2017,0.691613954353683,0.0665349108562842,78.6,628,0.82311958418657,0.085109677812881,75.2,9152
"226","Tony Romo",2012,0.690017891035985,0.114879277710689,73.9,693,0.9019842635939,0.142482734941751,77.2777777777778,5164
"227","Geno Smith",2022,0.685328175886541,0.054337054410853,79.3,693,0.633645946129073,0.013282298898995,70,2638
"228","Shaun Hill",2010,0.684578365071872,0.0411090561202678,80.5,448,0.623567794635523,0.0152580721254884,69.275,1420
"229","Daniel Jones",2022,0.683180350221375,0.0896158562910568,75.8,650,0.609836241853873,-0.00853129125544295,70.76,2613
"230","Joe Flacco",2012,0.682844966832979,0.115728394751434,73.3,705,0.65164265532654,0.0363762722029323,68.8285714285714,8115
"231","Jalen Hurts",2021,0.682239525219721,0.0751897063985561,77.1,556,0.870937920411379,0.109597704799428,77.05,2512
"232","Jameis Winston",2018,0.681780200438944,0.150779441779712,69.9,441,0.777370601898692,0.096089921565159,70.85,3518
"233","Tyrod Taylor",2016,0.679371536593012,0.0888360250529587,75.6,529,0.715298460820839,0.0394327310163438,72.18,2438
"234","Jay Cutler",2015,0.678574998269181,0.0935071281222541,75.1,527,0.58355064863247,0.0189304380850857,66.825,5853
"235","Kirk Cousins",2015,0.675316204398074,0.136401155087204,70.8,626,0.835772233738767,0.0918870515277808,75.5818181818182,6184
"236","Andy Dalton",2022,0.675267498120444,0.0171832367395679,82.1,415,0.697119575209362,0.0386297583160842,71.1833333333333,6646
"237","Joe Burrow",2020,0.675001251729341,0.0908119644222571,75.1,453,0.936107535935461,0.11825674708322,84.2,2601
"238","Philip Rivers",2006,0.674824116410185,0.119155632263192,72.4,537,0.92724274767162,0.157424319585473,79.1866666666667,9774
"239","Colin Kaepernick",2013,0.674150086387667,0.162946248608419,68.2,599,0.623501105895533,0.0796066730396092,63.28,2541
"240","Philip Rivers",2019,0.673069338222706,0.0977976798867795,74.3,633,0.92724274767162,0.157424319585473,79.1866666666667,9774
"241","Donovan McNabb",2008,0.672181169675361,0.10029546848109,74,747,0.703796023236246,0.0591070814468807,69.6666666666667,3038
"242","Alex Smith",2011,0.671980655704841,0.0516288779739948,78.6,594,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"243","Drew Brees",2020,0.671606165678188,0.126232017373658,71.5,478,0.972591129618359,0.184613509396664,86.0866666666667,10373
"244","Aaron Rodgers",2015,0.67118491254515,0.0858378142396561,75.3,745,0.979421840847449,0.206469976661852,86.52,10172
"245","Vince Young",2009,0.670484960800453,0.11273609295871,72.7,298,0.542253202512581,0.0183585851063293,64.75,1712
"246","Trevor Lawrence",2023,0.670030208120951,0.0385668253561562,79.7,645,0.709287107753243,0.0307218990305446,72.6333333333333,2229
"247","Carson Palmer",2007,0.669677091216424,0.0931472831079823,74.5,596,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"248","Sam Bradford",2016,0.666921552826674,0.0678874782924241,76.7,596,0.542576513861245,-0.0387442964479971,70.0833333333333,3411
"249","Vince Young",2010,0.666511786049272,0.167778890542035,67.2,182,0.542253202512581,0.0183585851063293,64.75,1712
"250","Ryan Tannehill",2014,0.660984086989745,0.0750808559125003,75.6,644,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"251","Alex Smith",2012,0.660696155671265,0.155025148004361,68,256,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"252","Justin Herbert",2022,0.660236056943125,0.0502694719614414,77.9,812,0.927227190993511,0.112953702593831,83.325,2917
"253","Joe Flacco",2010,0.657700970446457,0.097968907342241,73.2,618,0.65164265532654,0.0363762722029323,68.8285714285714,8115
"254","Matt Ryan",2013,0.657649398418563,0.0620710420365516,76.6,703,0.90969677727642,0.122401377083703,80.08,10221
"255","Kurt Warner",2009,0.657096297175278,0.0795933616006769,74.9,604,0.731006775180822,0.0862313014413596,68.775,2129
"256","Jason Campbell",2011,0.655815333285526,0.112400759178155,71.7,178,0.544262117638681,0.0147829968911961,65.1857142857143,2988
"257","Sage Rosenfels",2007,0.655050409978877,0.133986979207662,69.6,253,0.664147705739461,0.0833059444401891,65.15,500
"258","Dak Prescott",2018,0.655027077291285,0.0791253562949918,74.8,680,0.925453073832294,0.145626442334069,80.025,5056
"259","Matt Ryan",2019,0.654384738973823,0.065996949046092,76,686,0.90969677727642,0.122401377083703,80.08,10221
"260","Derek Carr",2023,0.654169783680385,0.0531826561616711,77.2,588,0.762543386571187,0.0519369860631264,73.97,6376
"261","Donovan McNabb",2006,0.652289962455403,0.117195033615977,71,358,0.703796023236246,0.0591070814468807,69.6666666666667,3038
"262","Alex Smith",2014,0.651934293018825,0.0968950848855387,72.9,546,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"263","Tom Brady",2022,0.650080639311239,0.0470221047517378,77.5,829,0.978920646973251,0.20390075749234,86.55625,12503
"264","Matthew Stafford",2018,0.646135983127774,0.0409794984799469,77.8,608,0.82311958418657,0.085109677812881,75.2,9152
"265","Ryan Tannehill",2013,0.645568379589175,0.0131440198063415,80.4,661,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"266","Ryan Fitzpatrick",2014,0.643285822158714,0.073711952875055,74.5,365,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"267","Jameis Winston",2017,0.642389906017407,0.0814992440570085,73.7,500,0.777370601898692,0.096089921565159,70.85,3518
"268","David Garrard",2010,0.641015818757495,0.0657371185810921,75.1,421,0.756261570586602,0.0558084854720962,73.2,2563
"269","Carson Wentz",2019,0.640401092299398,0.0505260100457287,76.5,679,0.74714103754091,0.0575081586856344,72.4571428571429,4097
"270","Tony Romo",2009,0.639764753960925,0.146043168736799,67.4,676,0.9019842635939,0.142482734941751,77.2777777777778,5164
"271","Marcus Mariota",2018,0.637409762660685,0.0451988046571752,76.8,409,0.696003342712848,0.063351846841552,68.8166666666667,2862
"272","Teddy Bridgewater",2019,0.635893148057493,0.0799642763797303,73.4,220,0.749928209348584,0.0699085120773123,71.48,2549
"273","Ryan Fitzpatrick",2019,0.635123836279914,0.0467139932320154,76.5,580,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"274","Jameis Winston",2016,0.634711862695462,0.0938787553013787,72,632,0.777370601898692,0.096089921565159,70.85,3518
"275","Mitchell Trubisky",2018,0.634116832464846,0.182045188423966,63.6,544,0.598443756671314,0.0266951269977085,66.88,2403
"276","Ryan Tannehill",2022,0.633982555498791,0.0627672711908199,74.9,374,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"277","Blake Bortles",2017,0.632654845966268,0.119820711260488,69.4,671,0.419521242128214,-0.00296425541256378,60.46,3348
"278","Joe Flacco",2018,0.629545548910285,0.0901661263440963,72,400,0.65164265532654,0.0363762722029323,68.8285714285714,8115
"279","Andy Dalton",2016,0.628742773475861,0.104356578506663,70.6,627,0.697119575209362,0.0386297583160842,71.1833333333333,6646
"280","Matt Schaub",2008,0.627805971041892,0.0984121514355408,71.1,416,0.835787300453251,0.0909378967451743,75.6714285714286,3706
"281","Trent Edwards",2008,0.627701913841423,0.0329461754574263,77.3,416,0.419136976286666,-0.0762828525767455,67.2666666666667,1102
"282","David Garrard",2008,0.627459303437904,0.0433195403306199,76.3,616,0.756261570586602,0.0558084854720962,73.2,2563
"283","Joe Burrow",2023,0.626626005559812,0.0258481584904175,77.9,403,0.936107535935461,0.11825674708322,84.2,2601
"284","Marcus Mariota",2017,0.622894118622432,0.0411133534782583,76.2,588,0.696003342712848,0.063351846841552,68.8166666666667,2862
"285","Brandon Weeden",2015,0.621123855349988,0.129501807217159,67.7,159,0.356486453872577,-0.0357212333762888,60.1666666666667,1124
"286","Jared Goff",2019,0.61678911086285,0.0768502729874186,72.4,662,0.742783577243079,0.0744966099413695,70.6,5055
"287","Tyrod Taylor",2017,0.616287487154427,0.0205952898687574,77.7,552,0.715298460820839,0.0394327310163438,72.18,2438
"288","Ryan Fitzpatrick",2013,0.616099661188039,0.121713430129057,68.1,399,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"289","Aaron Rodgers",2022,0.61294860693675,0.0203398573836408,77.5,588,0.979421840847449,0.206469976661852,86.52,10172
"290","Shaun Hill",2008,0.61246789293962,0.102266580733487,69.7,325,0.623567794635523,0.0152580721254884,69.275,1420
"291","Mitchell Trubisky",2022,0.6108936702913,0.0283796682074343,76.6,195,0.598443756671314,0.0266951269977085,66.88,2403
"292","Jay Cutler",2007,0.610666872132895,0.0904468759420919,70.7,507,0.58355064863247,0.0189304380850857,66.825,5853
"293","Cody Kessler",2016,0.608566978708075,0.107949729108057,68.9,221,0.37860807115307,-0.0458335074423299,62.3,449
"294","Philip Rivers",2016,0.607693720806903,0.0883495570297944,70.7,622,0.92724274767162,0.157424319585473,79.1866666666667,9774
"295","Russell Wilson",2021,0.606191849273484,0.0535413564690385,73.9,460,0.922127540654702,0.121056387871782,81.8416666666667,7996
"296","Jake Locker",2013,0.605473304380898,0.0920596364389297,70.2,213,0.487514955203173,0.00720423744885563,63,888
"297","Marc Bulger",2006,0.605201233881481,0.0876494291235666,70.6,642,0.332879061084705,-0.0661625383800255,61.7,1902
"298","Cam Newton",2011,0.603787824849591,0.121460818765672,67.3,600,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"299","Ben Roethlisberger",2020,0.603724233311353,0.103486207248095,69,694,0.886365529875877,0.120526478223328,77.5866666666667,9818
"300","Cam Newton",2018,0.601371948198096,0.0817951980559477,70.9,531,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"301","Kenny Pickett",2022,0.599245601175605,0.0317881218831266,75.5,444,0.643064180224915,-0.0139965213283545,73.05,891
"302","Teddy Bridgewater",2014,0.598201814222524,0.0300023634654693,75.6,474,0.749928209348584,0.0699085120773123,71.48,2549
"303","Donovan McNabb",2009,0.598032202799339,0.0773451781434902,71.1,537,0.703796023236246,0.0591070814468807,69.6666666666667,3038
"304","Russell Wilson",2023,0.596990279919882,0.00911510638082614,77.5,530,0.922127540654702,0.121056387871782,81.8416666666667,7996
"305","Matt Cassel",2008,0.596412647345841,0.16691626906854,62.5,602,0.375046265473229,-0.0333018074359025,60.9428571428571,3225
"306","Matt Hasselbeck",2007,0.596393578239293,0.0751439128115646,71.2,681,0.537649248560967,-0.00967712006406924,67.125,3805
"307","Matt Cassel",2010,0.594976803682987,0.1079039787212,68,519,0.375046265473229,-0.0333018074359025,60.9428571428571,3225
"308","Andy Dalton",2013,0.59354139036404,0.0794792222607434,70.6,697,0.697119575209362,0.0386297583160842,71.1833333333333,6646
"309","Damon Huard",2006,0.59287483581215,0.0832327924395307,70.2,262,0.49775376000223,-0.0527154977747972,69.1,760
"310","Jake Delhomme",2008,0.592363266545066,0.0132655684051738,76.8,475,0.364571848691521,-0.0450647360036354,61.475,1627
"311","Todd Collins",2007,0.592070016553562,0.0594678720132609,72.4,167,NA,NA,NA,NA
"312","Alex Smith",2013,0.590181840954356,0.0855738626741118,69.8,645,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"313","Carson Palmer",2016,0.590128170044863,0.047567220443244,73.4,644,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"314","Eli Manning",2014,0.589360469955321,0.0734000273851917,70.9,635,0.700463146908007,0.0488281281679768,70.4285714285714,8724
"315","Carson Wentz",2021,0.588873541773453,0.0730609900750241,70.9,575,0.74714103754091,0.0575081586856344,72.4571428571429,4097
"316","Cam Newton",2014,0.585726815547975,0.0160277953322376,76.1,593,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"317","Marcus Mariota",2016,0.57927103233719,0.109636468996533,66.8,499,0.696003342712848,0.063351846841552,68.8166666666667,2862
"318","Sam Darnold",2022,0.578549419126533,0.157653071345842,62.2,162,0.329738946344064,-0.057524092565746,60.72,2215
"319","Kirk Cousins",2018,0.578035320395219,-0.0230567270028159,79.3,669,0.835772233738767,0.0918870515277808,75.5818181818182,6184
"320","Derek Carr",2015,0.577807323032172,0.0115906270546365,76,621,0.762543386571187,0.0519369860631264,73.97,6376
"321","Matthew Stafford",2012,0.57731313307809,0.0365615049801674,73.6,775,0.82311958418657,0.085109677812881,75.2,9152
"322","Alex Smith",2015,0.573540490921708,0.0803606140680275,69.2,656,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"323","Seneca Wallace",2008,0.573386929530838,0.049668228400164,72.1,265,0.364162215161408,-0.0418118704637388,61.15,890
"324","Jameis Winston",2019,0.572685725028648,0.0882080429168127,68.4,705,0.777370601898692,0.096089921565159,70.85,3518
"325","Carson Palmer",2010,0.570156189862579,0.048493617259471,72,621,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"326","Lamar Jackson",2021,0.569958239191705,0.0673417568635244,70.2,470,0.904444296982111,0.13194818392784,78.55,3530
"327","Jameis Winston",2015,0.569855585186259,0.0999667254359109,67.1,597,0.777370601898692,0.096089921565159,70.85,3518
"328","Baker Mayfield",2019,0.568954072188937,0.0181333148104226,74.8,592,0.745654809438309,0.0558571752733447,72.5166666666667,3600
"329","Matt Ryan",2009,0.568743579080529,0.10658317581715,66.4,482,0.90969677727642,0.122401377083703,80.08,10221
"330","Nick Mullens",2018,0.568562800197948,0.125443233026345,64.6,292,0.53770650313489,0.0872836812135016,58.1,919
"331","Taysom Hill",2021,0.566289845078768,0.0141889198738444,75,160,0.77749596775947,0.09081154399507,71.35,758
"332","Colt McCoy",2010,0.565461001434565,0.013618479012537,75,261,0.42114874237445,-0.0373918752401357,63.75,1534
"333","Philip Rivers",2015,0.563015589906199,0.0657263705019119,69.9,711,0.92724274767162,0.157424319585473,79.1866666666667,9774
"334","Kerry Collins",2010,0.560985597135032,0.0843707902686271,68,292,0.465445018804251,-0.0259979486081873,64.9666666666667,1343
"335","Jason Campbell",2007,0.560919196786249,0.0326448144670033,72.9,460,0.544262117638681,0.0147829968911961,65.1857142857143,2988
"336","Teddy Bridgewater",2020,0.557297910573202,0.102933621440002,66,560,0.749928209348584,0.0699085120773123,71.48,2549
"337","Gardner Minshew",2020,0.557086878198986,0.0838042509405194,67.8,378,0.625712133355019,0.0434299685814317,66.7666666666667,1738
"338","Ryan Fitzpatrick",2015,0.554596057566787,0.125339398805312,63.7,615,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"339","Andrew Luck",2012,0.550628362061833,0.0909812825010089,66.7,764,0.848751499509516,0.102357603350751,75.7,4305
"340","Jared Goff",2020,0.546033852384589,0.0393230124481636,71.3,651,0.742783577243079,0.0744966099413695,70.6,5055
"341","Matthew Stafford",2014,0.542492482828759,0.0674904434420668,68.4,711,0.82311958418657,0.085109677812881,75.2,9152
"342","Joe Flacco",2011,0.542423619362441,0.100139173020365,65.3,657,0.65164265532654,0.0363762722029323,68.8285714285714,8115
"343","Cam Newton",2017,0.541832842973086,0.0638760370461422,68.7,603,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"344","Daniel Jones",2020,0.54019025583316,-0.0395509678913362,78.4,516,0.609836241853873,-0.00853129125544295,70.76,2613
"345","Sam Bradford",2015,0.539546385110993,-0.0136227091563805,75.9,570,0.542576513861245,-0.0387442964479971,70.0833333333333,3411
"346","Mark Sanchez",2010,0.539281496703288,0.0336581555741368,71.4,639,0.260523768697113,-0.0596824135685233,56.84,2901
"347","Tua Tagovailoa",2021,0.533829327927589,0.0626371449363676,68.3,428,0.855110358784854,0.109159557576936,75.625,1963
"348","Eli Manning",2015,0.533811797346542,0.0900474375974939,65.7,653,0.700463146908007,0.0488281281679768,70.4285714285714,8724
"349","Matt Ryan",2021,0.533024327317702,-0.00541213034749739,74.7,617,0.90969677727642,0.122401377083703,80.08,10221
"350","Ryan Tannehill",2016,0.532140947163457,-0.000740298599957983,74.2,435,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"351","Jason Campbell",2008,0.531951446734447,0.009677659563417,73.2,572,0.544262117638681,0.0147829968911961,65.1857142857143,2988
"352","Donovan McNabb",2007,0.529629167713743,0.0829803052215837,66.1,546,0.703796023236246,0.0591070814468807,69.6666666666667,3038
"353","Teddy Bridgewater",2015,0.529223478591422,0.0531725199750883,68.9,547,0.749928209348584,0.0699085120773123,71.48,2549
"354","Dak Prescott",2017,0.528396964539045,0.0178048421106564,72.2,554,0.925453073832294,0.145626442334069,80.025,5056
"355","Jay Cutler",2012,0.527232240617336,0.0127934566294848,72.6,496,0.58355064863247,0.0189304380850857,66.825,5853
"356","Matt Schaub",2007,0.526811855103745,-0.0687045775652931,80.3,313,0.835787300453251,0.0909378967451743,75.6714285714286,3706
"357","Matt Barkley",2016,0.526373050583053,0.00799008503426098,73,223,0.617681810258945,-0.0281198050044099,73,405
"358","Kyle Orton",2010,0.524642516705177,0.0595480034662606,68,545,0.495179932904972,0.0169777353757453,62.48,2657
"359","Derek Carr",2018,0.523328742388804,0.00381008311170707,73.2,612,0.762543386571187,0.0519369860631264,73.97,6376
"360","Ryan Fitzpatrick",2017,0.522800832003195,0.0593502934820412,67.9,180,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"361","Matt Hasselbeck",2010,0.517483907419614,-0.00965512792008103,74.1,566,0.537649248560967,-0.00967712006406924,67.125,3805
"362","Kyler Murray",2023,0.510645301452444,0.0183954024199903,71,304,0.767053522704374,0.0591081828854831,73.6,2959
"363","Kirk Cousins",2017,0.509137585911538,0.0279186145224696,70,606,0.835772233738767,0.0918870515277808,75.5818181818182,6184
"364","Derek Carr",2022,0.50741361832626,0.0626079234169517,66.6,544,0.762543386571187,0.0519369860631264,73.97,6376
"365","Jacoby Brissett",2021,0.504814648835483,-0.0414625861035311,76.3,259,0.647463048266653,0.0199942243524859,70.125,2038
"366","Chad Henne",2009,0.504149658439084,0.0234774539062833,70.1,484,0.397093593478167,-0.0379998035116691,62.55,2376
"367","Daniel Jones",2021,0.503522646040185,0.0125047839309652,71.1,407,0.609836241853873,-0.00853129125544295,70.76,2613
"368","Carson Palmer",2011,0.502236693031014,0.0622574803764524,66.3,350,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"369","Taysom Hill",2020,0.501858303575355,0.0472347945520952,67.7,155,0.77749596775947,0.09081154399507,71.35,758
"370","Justin Fields",2023,0.500916663663588,-0.0261788206563743,74.6,456,0.526156657096744,-0.04327397450897,69.6666666666667,1498
"371","Cam Newton",2020,0.500851177540762,0.0128006762583793,70.9,420,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"372","Carson Wentz",2016,0.500273009107016,0.0229552100971533,69.9,662,0.74714103754091,0.0575081586856344,72.4571428571429,4097
"373","Tyrod Taylor",2023,0.498362817512246,0.00583798598206559,71.4,224,0.715298460820839,0.0394327310163438,72.18,2438
"374","Troy Smith",2010,0.498168817591195,0.0078156940376132,71.2,178,NA,NA,NA,NA
"375","Alex Smith",2018,0.496430922898715,0.0171829404003604,70.2,374,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"376","Jason Campbell",2010,0.496033528706859,0.0496089070849125,67.1,387,0.544262117638681,0.0147829968911961,65.1857142857143,2988
"377","Josh McCown",2017,0.494624487704187,0.040214727052581,67.9,455,0.456939931479873,0.00209057834929207,61.9166666666667,2203
"378","Eli Manning",2008,0.490949899917481,0.0756891303776927,64.3,539,0.700463146908007,0.0488281281679768,70.4285714285714,8724
"379","Kerry Collins",2008,0.489634703216637,0.0537020395732448,66.3,472,0.465445018804251,-0.0259979486081873,64.9666666666667,1343
"380","Mitchell Trubisky",2020,0.488410721123757,0.0824024843665652,63.5,367,0.598443756671314,0.0266951269977085,66.88,2403
"381","Sam Bradford",2013,0.48592508798782,-0.0152635462323266,72.6,284,0.542576513861245,-0.0387442964479971,70.0833333333333,3411
"382","Sam Bradford",2012,0.485843913042419,0.00788474545907164,70.4,605,0.542576513861245,-0.0387442964479971,70.0833333333333,3411
"383","Gardner Minshew",2019,0.485705487396213,0.0067360164582488,70.5,556,0.625712133355019,0.0434299685814317,66.7666666666667,1738
"384","Tarvaris Jackson",2008,0.48425443995458,0.0542665625306518,65.9,215,0.485507050240401,-0.0114355268145748,64.6333333333333,1365
"385","Matt Hasselbeck",2011,0.484192445974754,0.0183645990715437,69.3,544,0.537649248560967,-0.00967712006406924,67.125,3805
"386","Andy Dalton",2020,0.483136391692425,0.0113189049573667,69.9,376,0.697119575209362,0.0386297583160842,71.1833333333333,6646
"387","Carson Palmer",2009,0.48206429959409,0.0591067043283846,65.3,549,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"388","Carson Palmer",2013,0.480461967683167,0.0305955513772541,67.9,618,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"389","Kyle Orton",2009,0.476936401050976,0.0651134053684124,64.4,581,0.495179932904972,0.0169777353757453,62.48,2657
"390","Bruce Gradkowski",2009,0.474921794539938,0.00151594720286017,70.3,172,0.132574775786372,-0.179793473606825,58.4333333333333,864
"391","Carson Palmer",2012,0.474134836289825,0.0494969063318057,65.7,595,0.758334163013797,0.0784400592694364,71.2272727272727,6249
"392","Marcus Mariota",2022,0.47363924417504,0.0428315514566181,66.3,354,0.696003342712848,0.063351846841552,68.8166666666667,2862
"393","Matt Moore",2011,0.473063060415737,-0.0145143304136529,71.7,394,0.404278982219374,-0.0135417604631143,60.65,1287
"394","Derek Carr",2017,0.472414292481472,0.0145758723853484,68.9,544,0.762543386571187,0.0519369860631264,73.97,6376
"395","Eli Manning",2007,0.471255585655729,-0.00625198802453757,70.8,696,0.700463146908007,0.0488281281679768,70.4285714285714,8724
"396","Eli Manning",2018,0.470786310161537,0.061984199266686,64.3,627,0.700463146908007,0.0488281281679768,70.4285714285714,8724
"397","Justin Fields",2022,0.469732744774919,-0.000960370768639497,70.2,444,0.526156657096744,-0.04327397450897,69.6666666666667,1498
"398","Derek Anderson",2007,0.467936216002269,0.0589890315091913,64.4,554,0.175248955241909,-0.0979010999628061,54.475,1891
"399","Matthew Stafford",2015,0.466425345103019,0.0442488002626423,65.7,662,0.82311958418657,0.085109677812881,75.2,9152
"400","Ben Roethlisberger",2008,0.464693276148967,0.00509936413816703,69.3,630,0.886365529875877,0.120526478223328,77.5866666666667,9818
"401","Kyler Murray",2022,0.464494329594638,0.0281672088153787,67.1,443,0.767053522704374,0.0591081828854831,73.6,2959
"402","Ryan Tannehill",2023,0.457452462061106,0.00648867220522733,68.7,271,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"403","Jay Cutler",2011,0.44853719940251,0.0035583219453344,68.4,345,0.58355064863247,0.0189304380850857,66.825,5853
"404","Joe Flacco",2013,0.443731542149369,0.0108130219440299,67.4,677,0.65164265532654,0.0363762722029323,68.8285714285714,8115
"405","Matt Hasselbeck",2006,0.44217819483636,0.0160758566164163,66.8,490,0.537649248560967,-0.00967712006406924,67.125,3805
"406","Tony Romo",2008,0.440085427550061,0.0272959671984391,65.6,480,0.9019842635939,0.142482734941751,77.2777777777778,5164
"407","Josh Allen",2019,0.439977421190187,0.0430423302844801,64.1,595,0.946423853288916,0.156640114019134,82.4166666666667,4612
"408","Quinn Gray",2007,0.438618967859232,0.179220526086779,51.1,159,NA,NA,NA,NA
"409","David Garrard",2009,0.438437487752947,-0.00336749065730814,68.4,593,0.756261570586602,0.0558084854720962,73.2,2563
"410","Ryan Tannehill",2012,0.436946206792706,-0.00439234670133872,68.4,532,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"411","Ryan Tannehill",2015,0.436786489166626,0.000771360896256431,67.9,637,0.783406927889891,0.0609460210745721,74.5363636363636,5927
"412","Drew Lock",2019,0.436533219654646,0.103957969412746,58.1,172,0.443465431166622,0.00666393586834632,60.8,940
"413","Ryan Fitzpatrick",2011,0.433075841904386,0.0245859439709639,65.4,618,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"414","Jake Locker",2012,0.432362406305434,-0.0339139390228756,70.9,370,0.487514955203173,0.00720423744885563,63,888
"415","Blake Bortles",2015,0.43054730957563,0.0249533857340853,65.2,685,0.419521242128214,-0.00296425541256378,60.46,3348
"416","Jay Cutler",2010,0.429399000271952,0.0104505289612473,66.5,565,0.58355064863247,0.0189304380850857,66.825,5853
"417","Andy Dalton",2017,0.426964618424375,-0.0566207911042245,72.7,548,0.697119575209362,0.0386297583160842,71.1833333333333,6646
"418","Case Keenum",2018,0.426911505974226,-0.0281805249558301,70,633,0.501568103397849,-0.0091748268480548,65.24,2716
"419","Colin Kaepernick",2014,0.426760026917356,0.0297234582384767,64.5,577,0.623501105895533,0.0796066730396092,63.28,2541
"420","Robert Griffin",2013,0.426217025055136,0.0145826471333544,65.9,530,0.562746445604085,0.0471065347368894,63.125,1766
"421","Chad Henne",2010,0.424408989677515,-0.011979498236678,68.3,540,0.397093593478167,-0.0379998035116691,62.55,2376
"422","Tua Tagovailoa",2020,0.423993639510455,0.0183196898406495,65.4,326,0.855110358784854,0.109159557576936,75.625,1963
"423","Tarvaris Jackson",2011,0.421660942354874,-0.0191539599400527,68.8,512,0.485507050240401,-0.0114355268145748,64.6333333333333,1365
"424","Jon Kitna",2010,0.420754837838082,0.0709229893995891,60.2,355,0.40393951022637,-0.0461320629100409,63.6666666666667,1914
"425","Cam Newton",2016,0.417816992813342,-0.0186533516386688,68.5,557,0.764101213273699,0.0685868279293223,72.5222222222222,6416
"426","Marcus Mariota",2015,0.417691580400691,0.0498152489569356,62,424,0.696003342712848,0.063351846841552,68.8166666666667,2862
"427","Matt Hasselbeck",2015,0.416208471966864,0.0139809385746071,65.3,278,0.537649248560967,-0.00967712006406924,67.125,3805
"428","Brian Griese",2007,0.413707638639071,0.022790679489557,64.3,283,0.40897100329252,-0.0404410903131897,63.4,537
"429","Ryan Fitzpatrick",2010,0.41336266580769,-0.0048713905413075,66.9,494,0.614895029806461,0.0412568921018732,66.3923076923077,5932
"430","Charlie Whitehurst",2014,0.413269832290502,-0.0239205636298239,68.7,216,0.35392038583186,-0.128872037724996,68.7,493
"431","Kyler Murray",2019,0.408907606201608,0.0205040212757679,64.2,620,0.767053522704374,0.0591081828854831,73.6,2959
"432","Baker Mayfield",2021,0.407698243747814,0.0259888981593528,63.6,486,0.745654809438309,0.0558571752733447,72.5166666666667,3600
"433","Marcus Mariota",2019,0.407433734488701,0.0131479484085256,64.8,203,0.696003342712848,0.063351846841552,68.8166666666667,2862
"434","Alex Smith",2009,0.406703664835889,-0.0527530187227645,71,405,0.64627265924861,0.0391445408628827,68.2769230769231,6446
"435","Mark Sanchez",2014,0.406506650727762,0.0747283228847231,58.9,343,0.260523768697113,-0.0596824135685233,56.84,2901
"436","Nick Foles",2014,0.403782177910901,0.0116521141843693,64.7,330,0.570969611735699,0.00145335771313934,67.8,2677
"437","Chad Pennington",2006,0.403678231675607,0.0600956888560102,60.1,583,0.615601622003876,0.0648474530977845,64.2333333333333,1577
"438","Josh Freeman",2012,0.403184144422246,0.0407654869312687,61.9,603,0.40923783922029,-0.0110783424454977,60.68,2438
"439","Tyler Thigpen",2008,0.402508316715793,0.00865157935909597,64.9,486,0.470366001610408,-0.0225847175154228,64.9,634
"440","Andy Dalton",2019,0.402417958631792,-0.0082868803152093,66.5,575,0.697119575209362,0.0386297583160842,71.1833333333333,6646
